review_date,handle,helpfulness_rating,review,sentiment,cleaned_text
"March 13, 2018",JD Fernandez,,Good product! Good price!,positive,good product good price
"January 8, 2014",Mark C. Redenius,,Bought this Oct. 2013 past coffee makers from Hamilton Beach we had for years before needing a new one always happy with them. This model for one makes all kinds of gurgling noise  keeping the coffee warm and started to leak not at the fill tank but underneath where you put the grounds within 2 months had to use a paper towel to soak up the water usual two paper towels so it was a lot of water.  We just purchased the same model we had before this one which lasted 3 years.  So I would pass on this model.  Tried to ignore other reviews warnings but oh well they were correct in their low rating.,negative,buy oct 2013 past coffee maker hamilton beach year need new one always happy model one make kind gurgle noise keep coffee warm start leak fill tank underneath put ground within month use paper towel soak water usual two paper towel lot water purchase model one last year would pass model try ignore review warning oh well correct low rating
"April 14, 2018",Angel lady,,Easy to use and makes a good cup of coffee.,positive,easy use make good cup coffee
"January 29, 2021",Barbara Harper,,"I dislike that half my coffee did not go into my cup it, it leaked down the side of my cup. The coffee holder does not fit like it should on the base.",negative,dislike half coffee go cup leak side cup coffee holder fit like base
"May 9, 2017",Amazon Customer,,"I have worn out 4 of these Hamilton beach coffee makers I got this kind years ago because my husband couldn't pour coffee from coffee pot without making a mess. I don't like this updated coffee maker, Apparently they decide to fix something that wasn't broke. The previous model's water reservoir was in back and was much easier to pout water in The new version water reservoir is low and on the side of the coffee maker and harder to fill without pouring water all over the counter.",positive,wear hamilton beach coffee maker get kind year ago husband pour coffee coffee pot without make mess like updated coffee maker apparently decide fix something break previous model water reservoir back much easy pout water new version water reservoir low side coffee maker harder fill without pour water counter
"October 9, 2014",Rescue dog lady,,"Very happy with this product. It was a little different than my old coffee pot, however, the coffee taste is so much better than the old drip pot. I just love it. I do use a measuring cup to fill the water well instead of the one on the coffee pot, it is easier to fill that way for me.",positive,happy product little different old coffee pot however coffee taste much good old drip pot love use measure cup fill water well instead one coffee pot easy fill way
"June 14, 2020",jena white,,It was ok at first. My husband said the coffee kinda tasted like dirty dishwater. I started to taste it more as time went. Now after the return date is past it’s started to leak. I’m very unhappy with my purchase,negative,ok first husband say coffee kinda taste like dirty dishwater start taste time go return date past start leak unhappy purchase
"August 31, 2016",Alameda Pete,One,Purchased mid-March and by mid August it stopped turning on. Have contacted Hamilton Beach Customer service regarding replacement. Will update with a more positive review if we get a reasonable reply.  Messing with people's coffee addiction should be a punishable crime.,negative,purchase mid march mid august stop turn contact hamilton beach customer service regard replacement update positive review get reasonable reply mess people coffee addiction punishable crime
"November 2, 2019",Jason,,I freaking love this coffee maker. 10/10 would buy again.,positive,freak love coffee maker 10 10 would buy
"February 18, 2021",xmas shopper,,This coffee maker is junk. Leaks every time you pour a cup of coffee. Had an older model that worked perfectly. Won't consider buying again.,negative,coffee maker junk leak every time pour cup coffee old model work perfectly consider buy
"July 14, 2019",D. Amsler,,"This is my 3rd brew station and I love it....would not have any other brand...makes great coffee, automatic start and shut off, easy to clean and looks nice!",positive,3rd brew station love would brand make great coffee automatic start shut easy clean look nice
"January 21, 2017",Amazon Customer,,I would buy this coffee pot again!  The ability to not use a carafe frees me from dealing with another thing to wash and the possibility of it breaking.  It keeps the coffee hot for 4 hours and can be set to start brewing right before you get up.  I love how I can get a cup of coffee before the brew cycle is complete.  If you want a great coffee maker this is it.,positive,would buy coffee pot ability use carafe free deal another thing wash possibility break keep coffee hot hour set start brew right get love get cup coffee brew cycle complete want great coffee maker
"February 24, 2019",Nanner,,My favorite coffee maker. Easy to use and clean and make coffee,positive,favorite coffee maker easy use clean make coffee
"February 9, 2021",karen kiley,,I was so disappointed in the quality and the handle that you press is so awkward. Not very study either.,negative,disappointed quality handle press awkward study either
"September 6, 2018",henry jeffries,,easy to use and like the beep when ready,positive,easy use like beep ready
"May 1, 2018",REP,,Great coffee.  Reminds me to when to clean it.  Coffee always hot.  Easy to clean.  Our best pot!,positive,great coffee remind clean coffee always hot easy clean best pot
"June 21, 2013",SunnyinFlorida,,"We love this coffee maker!  I don't understand the negative reviews on this?  The price was great, half of what our old coffee maker cost.  Smaller footprint, doesn't leak, tall cups fit under it and we can see what is going in the cup.  We prefer tank style with no carafe and this is perfect.",positive,love coffee maker understand negative review price great half old coffee maker cost small footprint leak tall cup fit see go cup prefer tank style carafe perfect
"August 12, 2015",SherryQ,,"Out of everything that I purchased for my new home, this is my favorite. Easy to fill, easy to empty, and keeps the coffee at a very pleasant tip. The only improvement that I would make, would be a viewer or other type of gage to see how much coffee is left.",positive,everything purchase new home favorite easy fill easy empty keep coffee pleasant tip improvement would make would viewer type gage see much coffee leave
"January 11, 2021",Amazon Customer,,Miss the light and handle to pour coffee. The cup holder could be deeper. But very good value for the price. Saved about $150.00 over replace it with my old brand.,positive,miss light handle pour coffee cup holder could deep good value price save 150 00 replace old brand
"April 9, 2014",C. Dennis,,"I was pleasantly surprised at how well this machine works and what a good cup of coffee it brews!  I use a grind and brew at home - purchased this one for my travel trailer so I can quickly brew and be on my way with my travel mug full!  It is light weight, easy to use and VERY easy to clean!",positive,pleasantly surprise well machine work good cup coffee brew use grind brew home purchase one travel trailer quickly brew way travel mug full light weight easy use easy clean
"January 21, 2020",Kindle Customer,,Love this machine! Keeps coffee hot and works great. The only fault I have found so far is the picture on the power button has warn off quickly.,positive,love machine keep coffee hot work great fault find far picture power button warn quickly
"June 16, 2014",Corporate14,,"Love the fact coffee makers don't have pots anymore. The pots always break or pour coffee on the floor as well as your cup. Serve yourself design is much more efficient and keeps you from burning yourself on hot glass. Sleek and space age looking, this coffee maker is nice looking in the kitchen too.",positive,love fact coffee maker pot anymore pot always break pour coffee floor well cup serve design much efficient keep burn hot glass sleek space age look coffee maker nice look kitchen
"May 23, 2014",The Yarn Bag,,"I contemplated on buying the Keurig, but decided there wasn't anough taste difference to justify paying over $100 for a coffeemaker. Bought this and it makes a good cup of coffee. The bold setting saves on the amount of coffee required to make two cups.  The coffee stays hot and it doesn't taste burnt. No mess. I'm satisfieid.",positive,contemplate buy keurig decide anough taste difference justify pay 100 coffeemaker buy make good cup coffee bold setting save amount coffee require make two cup coffee stay hot taste burnt mess satisfieid
"January 3, 2020",Nancy Metcalfe,,Already broke the first one was same why never again...,negative,already break first one never
"July 18, 2018",Janet M.,,Love this coffee maker! The programmer and the option of how long to keep it warm are so chic and very useful! I love being able to push my cup in and get a refill.,positive,love coffee maker programmer option long keep warm chic useful love able push cup get refill
"November 2, 2015",Christopher Smith,,So far so good.. It it is a little harder and messy pouring the water into the tank The older model had separate reservoir which only had to put the water in.. This model have to put water in the reservoir then pour into the tank. Does make good coffee.,positive,far good little harder messy pour water tank old model separate reservoir put water model put water reservoir pour tank make good coffee
"December 1, 2015",Sandra J. Kitchen,2,"Returned this item, didn't keep coffee warm enough, awkward to work with, too tall for under the cabinet use!",negative,return item keep coffee warm enough awkward work tall cabinet use
"May 12, 2012",William Paton,,"Excellent product. We have never had a drop of spillage when dispensing the coffee as others have reported. Possibly, Hamilton Beach has changed the products design slightly. The 1 to 4 hour stay warm feature is great. We had been looking for a coffee maker with an insulated carafe until we came across this product. We find no faults with our purchase and give it a solid 5 stars.",positive,excellent product never drop spillage dispense coffee others report possibly hamilton beach change product design slightly hour stay warm feature great look coffee maker insulated carafe come across product find fault purchase give solid star
"September 2, 2019",Judy Banks,,I have used the Brew Station for years.  I love that it is self contained with no glass carafe to stain!  The styles have changed a bit throughout the years but the concept is the same. Excellent product!,positive,use brew station year love self contain glass carafe stain style change bit throughout year concept excellent product
"June 8, 2019",Tyler George,,Love this coffee maker! I was super skeptical about buying it due to the bad reviews but I love it and I'm so glad I did!,positive,love coffee maker super skeptical buy due bad review love glad
"November 3, 2019",Delly,,We have used this type of coffee maker for years and by far this is the best one yet!,positive,use type coffee maker year far best one yet
"August 17, 2016",mayac53,,its not the best brew i've ever had (i like dark and full-bodied) but its decent for home coffee maker. love that i can program it so my coffee is nice and hot when i wake up. and it does get hot!,positive,best brew ever like dark full body decent home coffee maker love program coffee nice hot wake get hot
"March 8, 2020",Giuseppe Saladino,,"Amazing product, Flavour the coffee always is the same",positive,amaze product flavour coffee always
"October 12, 2016",HadaboJi,One,This is the second HB Coffee maker. Although some minor differences between models this took a little adjustment. With the HB coffee makers received numerous favorable comments on taste.,positive,second hb coffee maker although minor difference model take little adjustment hb coffee maker receive numerous favorable comment taste
"January 30, 2018",Amazon Customer,,"I bought this newer model to replace an older one I have, which I love. I like having my iced coffees. First thing I noticed was the plastic used for this product is lightweight and flimsy. Second, the top chamber didn't sit flat on the base which made it rock back and forth. Third, after a week the digital clock stopped working. Wasn't happy at all, so I returned it for my money back. Hopefully my older model lasts another 5 years. Newer isn't always better.",negative,buy new model replace old one love like iced coffee first thing notice plastic use product lightweight flimsy second top chamber sit flat base make rock back forth third week digital clock stop work happy return money back hopefully old model last another year newer always well
"January 19, 2020",Amazon Customer,,this the third one of the same product  gets alot of use.,positive,third one product get alot use
"September 8, 2018",SCB,,Love it so much we bought this as a replacement to the exact same one after four years of heavy use. Excellent brew. Easy to clean.,positive,love much buy replacement exact one four year heavy use excellent brew easy clean
"May 24, 2019",Patricia A. Lane,,I love this coffeemaker. It’s easy to use. I have had this before. The coffee doesn’t get bitter and I don’t have to worry about a carafe. I had the one with the water tank on side and did not like it. It wasn’t sturdy enough.,positive,love coffeemaker easy use coffee get bitter worry carafe one water tank side like sturdy enough
"June 1, 2016",Olivia Garrett,,I LOVE this coffee maker! It is so easy to use and my coffee comes out perfect every time!! Highly recommend if you're looking for a nice coffee machine but don't want to spend a crap ton of money,positive,love coffee maker easy use coffee come perfect every time highly recommend look nice coffee machine want spend crap ton money
"February 23, 2019",Amazon Customer,,It works at first then breaks down then you have to play hell getting your money back,negative,work first break play hell get money back
"January 22, 2016",l t page,,We really like this coffee maker.  It makes good coffee and keeps it hot. The inside of the coffee reservoir has many obstacles which makes it hard to clean.  Best part is no more coffee stains on the counter,positive,really like coffee maker make good coffee keep hot inside coffee reservoir many obstacle make hard clean best part coffee stain counter
"February 26, 2018",Angel Healing With Mary,,"I love how fast it works, being able to put my coffee cup up to it and fill the cup without needing to pour coffee. While it keeps the coffee warm I can hear it bubbling. It is not loud but if you have the coffee maker close to you it might bother you. Great coffee and easy to use. This is the older model and I have heard the new model does not make the sounds while staying warm.",positive,love fast work able put coffee cup fill cup without need pour coffee keep coffee warm hear bubble loud coffee maker close might bother great coffee easy use old model hear new model make sound stay warm
"March 30, 2021",Mark Bohn,,"Convenient not having to use a craft to pour coffee, the use of the same container for coffee and fresh water seems to me that it will not always to get it clean enough.  Other than that is is a nice unit.",positive,convenient use craft pour coffee use container coffee fresh water seem always get clean enough nice unit
"March 18, 2019",jeremiah moulton,,all features work great. worth the money,positive,feature work great worth money
"September 12, 2019",redcupgal,,I opened this up yesterday and threw out the box.  I normally love this coffee maker as we had one. I made coffee this morning and it was all over my counter. The container that holds the coffee was cracked.,negative,open yesterday throw box normally love coffee maker one make coffee morning counter container hold coffee crack
"January 1, 2014",Artur Grabowski,,This coffeemaker is great. I use it daily with the timed brew feature. It takes about 3 minutes for me to clean and reset the unit. When you lift the lid above the filter some condensation will flow down the back of the coffeemaker but it is not significant and it is clean water.,positive,coffeemaker great use daily timed brew feature take minute clean reset unit lift lid filter condensation flow back coffeemaker significant clean water
"June 9, 2013",C. J. Yuke,,I bought this coffee maker because it is a newer version of the same coffee maker that I presently own but is getting old. I stayed with the same brand because Hamilton Beach is a dependable name brand and the coffee maker has been very dependable.  Great for making 1 to 12 cups of coffee.,positive,buy coffee maker new version coffee maker presently get old stay brand hamilton beach dependable name brand coffee maker dependable great make 12 cup coffee
"January 30, 2020",Amazon Customer,,I like the easy dispensing and like that it makes a full pot without having a carafe. I have owned one before and loved it so bought another!,positive,like easy dispensing like make full pot without carafe own one love buy another
"July 13, 2019",Amazon Customer,,Cost effective.  Works well,positive,cost effective work well
"February 18, 2016",Autumn C.,,"LOVE this coffee maker!! it really tastes great and clean! I love all the settings AND THE PRICE!!! My sister is ordering one too after having coffee over at my house. I am a Mother of two young kids, I need all the coffee I can get, this is the way I want my coffee :)",positive,love coffee maker really taste great clean love setting price sister order one coffee house mother two young kid need coffee get way want coffee
"December 21, 2018",joechef1,,"Got this as a gift and she loves it. Easy to use, fill and make coffee.",positive,get gift love easy use fill make coffee
"August 28, 2015",elie kim,,"I have bought it about a year ago and I am still using it without any problem. It is very cute and sturdy. The metal-looking part is not metal, but is  plastic, but it's still quite strong and well built. I would recommend this coffee maker to anyone. Also, it keeps the coffee warm and fresh for 4 hours.",positive,buy year ago still use without problem cute sturdy metal look part metal plastic still quite strong well build would recommend coffee maker anyone also keep coffee warm fresh hour
"May 20, 2020",Amazon Customer,,This is the 2nd brewstation we bought because we like the carafe-less feature.  However after a short while both started to leak from under the maker.  It appears the seals break under the coffee holder. Will not buy again.,negative,2nd brewstation buy like carafe less feature however short start leak maker appear seal break coffee holder buy
"May 18, 2013",Peg,,"First, the coffee is not hot enough when it comes through.  If you leave it for about 10 minutes it will be OK. I cleaned it today, following instructions carefully.  What a complication that was!  After I carried out the directions according to the description in the book (which took about 45 minutes!) I noticed my counter was covered with vinegar! It leaked, which meant the coffee release mechanism failed.  After only having had this machine a short time, having this happen was a disappointment to say the least.  The brewer is still under warranty but the consumer must pay the postage to and from Hamilton Beach which will cost more than buying a new one.No, it will not be a Hamilton Beach!  Off to e-waste it goes.  Back to an ordinary coffee pot for me!  Caveat emptor!",negative,first coffee hot enough come leave 10 minute ok clean today follow instruction carefully complication carry direction accord description book take 45 minute notice counter cover vinegar leak mean coffee release mechanism fail machine short time happen disappointment say least brewer still warranty consumer must pay postage hamilton beach cost buy new one hamilton beach waste go back ordinary coffee pot caveat emptor
"August 14, 2019",Adriena,,This is the best coffeemaker I have ever had. I love how it keeps the coffee hot for a number of hours and the taste is still fresh as the first cup.,positive,best coffeemaker ever love keep coffee hot number hour taste still fresh first cup
"August 27, 2016",JFW,,"Had one of these for years. It died and we figured we would try something different. Well that was a mistake.. That coffee maker is on its way to Goodwill and has been replaced with the Hamilton Beach Brewstation. It makes good plain old coffee, lots of it and keeps it hot for four hours. What the heck else can you ask from a coffee maker.",positive,one year die figure would try something different well mistake coffee maker way goodwill replace hamilton beach brewstation make good plain old coffee lot keep hot four hour heck else ask coffee maker
"September 21, 2016",Shawna,,"I've been using this for about 3 weeks now. So far I love it. My only critique would be that I wish it had some kind of light to help see how full your cup is getting, but part of that problem could just be the lighting in my kitchen. Otherwise it works well.",positive,use week far love critique would wish kind light help see full cup get part problem could lighting kitchen otherwise work well
"September 26, 2017",Amazon Customer,,PERFECT COFFEE MAKER FOR ME !! I can brew exactly how much I like.... NO PITCHER TO BREAK,positive,perfect coffee maker brew exactly much like pitcher break
"May 19, 2016",Cliff,,So far so good. I like the unit allot. The first thing I noticed is how much quieter it brews. No more foofing and gurgling noises. Easy to clean as well. I have no issue with this item and would buy it again.,positive,far good like unit allot first thing notice much quieter brew foofing gurgling noise easy clean well issue item would buy
"February 23, 2021",Michelle Nicely,,Terrible quality! Replaced it once in two months and the second one leaked all over the place immediately!,negative,terrible quality replace two month second one leak place immediately
"June 26, 2020",charles Michlik,,The bar to push for coffee sticks sometimes.  Have to push harder.,negative,bar push coffee stick sometimes push harder
"June 17, 2018",Karen C. Ray,,Makes great coffee! Easy to use!,positive,make great coffee easy use
"March 19, 2021",JJ & BJ,,Very noisy even after its finished brewing,negative,noisy even finished brewing
"April 12, 2021",Amazon Customer,,"I love my new coffeemaker, is so easy to clean, and the coffee ir really hot. 👍🏼",positive,love new coffeemaker easy clean coffee ir really hot
"January 25, 2021",Melissa R,,This is how my coffee maker arrived. Not off to a great start. Sending this back. I don’t trust that it will work properly after being through what this obviously has!,negative,coffee maker arrive great start send back trust work properly obviously
"March 27, 2017",Amazon Customer,,Great for the office.  Nice to not have to deal with glass pots. Love the re-warm option that keeps coffee hot and tasting good all day without the burned flavor.,positive,great office nice deal glass pot love warm option keep coffee hot taste good day without burn flavor
"February 26, 2021",Jim,,When holding cup against the dispenser bar coffee runs down behind the cup onto counter top. No matter how I place the cup can't stop the mess on the counter.,negative,hold cup dispenser bar coffee run behind cup onto counter top matter place cup stop mess counter
"January 8, 2019",Karen H,,My mom requested this for her Christmas gift to replace one that I bought her several years ago. She loves it.,positive,mom request christmas gift replace one buy several year ago love
"August 30, 2015",Michael D. Allen,,"Love this coffee pot, purchased this one to replace same model we had for over ten years. Only problem we had with old one it just would not dispense the coffee,fas,enough anymore for some reason. Highly recommend this coffee pot.",positive,love coffee pot purchase one replace model ten year problem old one would dispense coffee fa enough anymore reason highly recommend coffee pot
"March 23, 2019",seth bracken,,"After about 6 months of casual use and regular cleaning, my coffee maker just stopped working. It simply won’t turn on. I’ve tried everything. Such a disappointment. Don’t buy this model.",negative,month casual use regular cleaning coffee maker stop work simply turn try everything disappointment buy model
"January 17, 2018",biking lady,,"This is our third coffee pot of this style. The ease of one cup at a time as needed is very nice, keeps coffee at perfect temperature up to 4 hours. Very easy to program, fill and clean.",positive,third coffee pot style ease one cup time need nice keep coffee perfect temperature hour easy program fill clean
"November 9, 2019",Remley,,I’ve bought two of these and in the last four years. One back in June 2018. This morning it stopped working! 🤬 A year and 1/2 later and it dies!! Not buying another one!!!,negative,buy two last four year one back june 2018 morning stop work year later die buy another one
"January 20, 2016",slaughts,One,"Love this coffee maker. Low on mess, don't worry about breaking a glass carafe and the ""keep warm"" setting is nice.",positive,love coffee maker low mess worry break glass carafe keep warm setting nice
"April 18, 2019",Jessel Harry,,Love this coffee maker. Coffee stays fresh. Easy cleanup. A bit bulky for a small kitchen but not a big deal.,positive,love coffee maker coffee stay fresh easy cleanup bit bulky small kitchen big deal
"March 20, 2016",Avonlakebud,One,"Bought this to replace a Kuerig, fast simple setup, makes great tasting coffee  and keeps it hot without a carafe and that burnt coffee  taste",positive,buy replace kuerig fast simple setup make great taste coffee keep hot without carafe burnt coffee taste
"May 15, 2020",Amazon Customer,,"keeps coffee hot per timer selection 1-4 hours.  No glass coffee pot to break, makes 12 cups.  Highly recommend this coffee maker/",positive,keep coffee hot per timer selection hour glass coffee pot break make 12 cup highly recommend coffee maker
"December 14, 2020",Ruby Poplin,,"Had one before, love the fact there is no carafe to accidentally break and I can keep warm up to 4 hours and can rewarm as needed.",positive,one love fact carafe accidentally break keep warm hour rewarm needed
"July 9, 2019",Shelley & Pat,,Coffee is great... Wish they had put a little light into the cup,positive,coffee great wish put little light cup
"April 5, 2014",Robert Crowley,One,I love this coffee pot i have always had a coffee pot in my home and i have always a carafe it would end up braking or getting burnt coffee stuck to the bottom. however with this no more carafe just brew and serve and the fact that it makes iced coffee as well is an added bonus.,positive,love coffee pot always coffee pot home always carafe would end brake get burnt coffee stuck bottom however carafe brew serve fact make iced coffee well added bonus
"June 29, 2019",Estella O'Dell,,This is my 2nd one the 1st lasted 3 years easy to fill with filtered water from refrigerator.,positive,2nd one 1st last year easy fill filtered water refrigerator
"July 18, 2017",SUSAN THEISEN,,"The Hamilton Beach coffee maker eliminates lifting the carafe and pouring water, which is a problem for not so tall people.  It's the reason we purchased it after using it at a friends house. Makes great coffee.",positive,hamilton beach coffee maker eliminate lift carafe pouring water problem tall people reason purchase use friend house make great coffee
"January 3, 2013",K. Abbey,,"We'd had a Hamilton Beach brewstation for years and it finally died.  Based on the price, I assumed we'd get something similar.  This one far surpasses our old one, with additional features such as brew strength, hours to keep coffee warm, handle on filter basket, and overall better construction.  I can't see any reason to buy a more expensive pot -- this one is great.",positive,hamilton beach brewstation year finally die base price assume get something similar one far surpass old one additional feature brew strength hour keep coffee warm handle filter basket overall good construction see reason buy expensive pot one great
"August 4, 2014",gina m snyder,One,"I had my previous Hamilton Beach coffeemaker for a lot of years. It stopped working late May & we purchased this one June 4th. The top piece on the water reservoir  broke within 5 days. It took about 10 days before we realized that it would leak everyday. There would be quite a bit of water on the counter surrounding coffeemaker. I would dry it with 3-4 paper towels daily but it was annoying. I wanted to return it but Amazon only gives you a month. If I had purchased it @  Kohls , Macys, JC Penney, etc. I could return it. Guess this will be my last purchase from Amazon. I am throwing coffeemaker in garbage which kinda makes me mad because I wasted $40.",negative,previous hamilton beach coffeemaker lot year stop work late may purchase one june 4th top piece water reservoir break within day take 10 day realize would leak everyday would quite bit water counter surround coffeemaker would dry paper towel daily annoy want return amazon give month purchase kohls macys jc penney etc could return guess last purchase amazon throw coffeemaker garbage kinda make mad waste 40
"May 8, 2019",Lisa Caudill,,"Brought my brand new coffee maker to work, set it up to automatically brew a pot so it would be ready for me this morning only to discover that half the water had leaked out of the reservoir overnight.",negative,bring brand new coffee maker work set automatically brew pot would ready morning discover half water leak reservoir overnight
"May 2, 2019",jorge quintana,,Love that this coffee maker does not burn your coffee over time. Keeps it nice and hot. Cleanup is very simple and easy. The navigation of the appliance is not over complicated.,positive,love coffee maker burn coffee time keep nice hot cleanup simple easy navigation appliance complicate
"December 22, 2020",Amazon Customer,,"Very messy,looking for something else.would not recommend",negative,messy look something else would recommend
"August 7, 2018",Ava Crisler,,"My favorite one, I love not having a pot",positive,favorite one love pot
"March 9, 2020",Suzy Mitchell,,Best one I've  bought ever!,positive,best one buy ever
"July 8, 2019",BOBBY CORBIN,,Love this coffee maker.  Easy to make coffee and easy to clean.,positive,love coffee maker easy make coffee easy clean
"March 23, 2020",DK Goodberlet,,It is fantastic. The coffee never has that burnt taste from sitting in the pot too long.,positive,fantastic coffee never burnt taste sit pot long
"September 30, 2017",Eyelyn,,This is my third coffee pot of this kind. I love it.,positive,third coffee pot kind love
"May 26, 2021",Linda H.,,Replacing my old one (same one),positive,replace old one one
"June 21, 2019",Aimee,,"I loved this Coffee Pot at first, however after about 6 months is started to leak....A LOT.  I followed the instructions provided for cleaning and troubleshooting the issue, however nothing worked.  I ended up throwing it out and buying a traditional coffee maker.",negative,love coffee pot first however month start leak lot follow instruction provide cleaning troubleshoot issue however nothing work end throw buy traditional coffee maker
"January 2, 2021",jimbo henderson,,it leaked from the get go returned it,negative,leak get go return
"December 12, 2015",Christa Lange,One,We have this about 6 weeks and it no longer makes all the coffee.  You have to keep turning it on and off to get to make the whole pot.  And it needs to sit in the warmer about a half hour to get hot.  of course it is to late to return to Amazon so in the garbage it goes.  Oh well.  Thats what I get for going cheap.,negative,week longer make coffee keep turn get make whole pot need sit warmer half hour get hot course late return amazon garbage go oh well thats get go cheap
"March 24, 2017",Sllongley28,,"So far so good, no leaking like others stated and it's been at least a couple of weeks, so will update if it does. Love being able to get one cup at a time without having to use a pot!",positive,far good leak like others state least couple week update love able get one cup time without use pot
"September 8, 2018",dondi gasper,One,This is an awesome coffee pot! Coffee stays fresh longer!,positive,awesome coffee pot coffee stay fresh longer
"November 9, 2013",D. Newman,3,"The third time it was used, the spout began to leak and dumped the entire contents of the coffeemaker on the counter and floor. The first time it was used, the liquid was hot and just right. The third time, only lukewarm. I would NOT recommend this model, however, Hamilton Beach does make some good products.  Failure of design on this one though.",negative,third time use spout begin leak dump entire content coffeemaker counter floor first time use liquid hot right third time lukewarm would recommend model however hamilton beach make good product failure design one though
"April 12, 2016",tabatha,,"Loving it so far, the only weird thing that worries me is the time LED area after coffee has been in internal pot for about hour is distorted and almost to hot, I am worried it will go out sooner than later... But otherwise awesome",positive,love far weird thing worry time lead area coffee internal pot hour distort almost hot worried go sooner later otherwise awesome
"March 14, 2018",Team Levine,,This is the best model of this coffee maker EVER.. We've had a number of them over the years and keep buying them.. Think HOT Coffee each and every time you pour a cup of coffee.,positive,best model coffee maker ever number year keep buy think hot coffee every time pour cup coffee
"May 31, 2018",Stephen H Smith,,Leaked. Reservoir does not fit good. Poor design.,negative,leak reservoir fit good poor design
"June 16, 2020",Lana Scribner,,The coffee maker is great the box was dented and open in places and it looked like it was on its last leg So glad the coffeemaker just happen to be fine❣️,positive,coffee maker great box dent open place look like last leg glad coffeemaker happen fine
"January 11, 2017",Reid reader,,"After breaking our second carafe by bumping it against the stone countertop we decided to see what was out there. Found this coffeemaker and really like it. Brews great coffee in a timely fashion, not very loud and keeps coffee hot.",positive,break second carafe bump stone countertop decide see find coffeemaker really like brew great coffee timely fashion loud keeps coffee hot
"February 15, 2020",Armando,,After some months it starts to leak the all the coffee and it makes a big mess.,positive,month start leak coffee make big mess
"August 6, 2016",Richie,,"The coffee this brews is so tasty.  Well designed so no joe goes to wastey.  BOLD setting it's required to make th'brew inspired, now french press collects dust and just hates me.",positive,coffee brew tasty well design joe go wastey bold set require make th brew inspire french press collect dust hate
"March 26, 2020",Lexie Mitchell,,This coffeemaker started leaking and is completely unusable after a mere 6 months. It was great while working but now I’m quarantined without a functional coffeemaker. And I’m a law student!!!,negative,coffeemaker start leak completely unusable mere month great work quarantine without functional coffeemaker law student
"July 25, 2018",R. Cichocki,,Excellent coffee maker. So convenient to have a detachable water tank. Much cheaper to run than a Keureg.,positive,excellent coffee maker convenient detachable water tank much cheap run keureg
"November 1, 2016",Coral P,,"I used to like this style.  However, when ours died I ordered another and had to return it because the heating plate was warped and the coffee / water bucket would rock.  We returned it and received another one...it died within 6 months.",negative,use like style however die order another return heating plate warp coffee water bucket would rock return receive another one die within month
"July 12, 2020",DIANNA COWELL,,Nice replacement for my older brew station.,positive,nice replacement old brew station
"May 16, 2020",Pamela Finnerty,,"When I first used this I hated that it continued to make noise, which seemed to be the element keeping the coffee hot.  It seems to have quieted down so decided to keep it.",positive,first use hat continue make noise seem element keep coffee hot seem quiet decided keep
"July 31, 2016",joshua macleod,2,"So far I love this coffee maker. It brew just as fast as anyone that I have had In the past. The beep it makes when it's done is quiet.(which I like, so my child doesn't wake). It's a little hard to get used to not coffee pot. But so far I love what I purchased!",positive,far love coffee maker brew fast anyone past beep make do quiet like child wake little hard get use coffee pot far love purchase
"September 25, 2019",Amazon Customer,,"I ordered item a month ago but have only used it for 3 weeks. The push part you use to fill your cup broke already. Don’t waste your money on this product, cheaply made.",negative,ordered item month ago use week push part use fill cup break already waste money product cheaply make
"July 18, 2018",Amazon Customer,,started leaking in about 4 months,negative,start leak month
"November 5, 2016",It’s Me Again,2,"Excellent coffee maker. I love that it has a programmable feature, although I haven't used it yet. Along with that programmable start time you can also set it to keep your coffee nice and hot for up to 4 hours after it's finished its cycle. Coffee tastes wonderful and it's a breeze to make, I love that there's not a carafe in it so that way I have one less thing to accidentally break. My only complaint is that I can't fit my 30oz tumbler under the spout and have it stand up. I have to lean it at an angle to get it to work and if I want to fill the entire thing up I have to get a bowl or another cup to be able to pour into my EcoReduce/RTIC/Yeti tumblers. I'd give it a four and a half stars if I could, but since it's such a slight inconvenience I'll give it five stars as I don't want to down-rank it to four.",positive,excellent coffee maker love programmable feature although use yet along programmable start time also set keep coffee nice hot hour finish cycle coffee taste wonderful breeze make love carafe way one less thing accidentally break complaint fit 30oz tumbler spout stand lean angle get work want fill entire thing get bowl another cup able pour ecoreduce rtic yeti tumbler give four half star could since slight inconvenience give five star want rank four
"June 27, 2021",Carol Cox,,Great coffee station!,positive,great coffee station
"March 3, 2019",Jamie S,,Although I probably over paid by about $12(for some reason it was less money after I ordered) it is worth. So far seems quite durable and I love that it stays warm for up to 4 hrs. Great coffee maker!,positive,although probably pay 12 reason less money order worth far seem quite durable love stay warm hrs great coffee maker
"October 6, 2019",Lisa G. Bissette,,Had it less than a month and it doesn’t work properly. Unfortunately I didn’t check return status as I thought it was too late. It wasn’t but is now. Wouldn’t recommend but you get what you pay for.,negative,less month work properly unfortunately check return status thought late recommend get pay
"July 13, 2019",BETTY MEDINA,,SAVE YOUR MONEY AND BUY A DIFFERENT MODEL.  MY HUSBAND HATES THIS COFFEE MAKER AS WELL AS I.  IT CREATES SUCH A MESS ON THE COUNTER TOP.,positive,save money buy different model husband hat coffee maker well create mess counter top
"January 3, 2020",Roy K Bradshaw,,It’s ok could be better,positive,ok could good
